office-name,official-title,,homepage-url,phone,email,PRECINCT,location name,address1,directions,city,state,zip,start time,end time,start_date,end_date
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,B4,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,C1,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,C2,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,C3,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,C4,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,D1,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,D2,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,D3,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,D4,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,E1,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,E2,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,E3,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,E4,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,E5,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,ELMIRA,Lincoln School,1100 13th St NE,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,GERMANTOWN,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,RAUVILLE,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,DEXTER,Florence Community Center,308 Main Ave,,Florence,SD,57235,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,"FULLER, FLORENCE",Florence Community Center,308 Main Ave,,Florence,SD,57235,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,"GRACELAND, HENRY, HENRY",Henry Town Hall,210 Main St,,,SD,57243,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,KAMPESKA,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,"KRANZBURG, KRANZBURG",Holy Rosary School,103 ST PETERS ST,Auditorium,Kranzburg ,SD,57245,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,LAKE,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,"LEOLA, SOUTH SHORE",South Shore Community Center,102 N Main St,,South Shore,SD,57263,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,PELICAN,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,RICHLAND,County Extension Complex,1910 W Kemp Ave,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,"EDEN, PHIPPS, WALLACE",Wallace Community Center,Main St,,Wallace,SD,57272,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,SHERIDAN,Days Inn of Watertown,2900 9 Ave SE,,Watertown,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Codington County,Codington County Auditor,ocd-division/country:us/state:sd/county:codington,,(605) 882-6297,cbrugman@codington.org,WAVERLY,Waverly Community Center,217 Central Ave,,Waverly,SD,57201,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,1,Bullhead Community Center,Hunkpapa Avenue,,Bullhead,SD,57621,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,10,City Auditorium,Main St,,McLaughlin,SD,57642,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,11,Corson County Courthouse,108 1st St E,,Mcintosh,SD,57641,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,12,Wakpala Community Center,Mahto Road,,Wakpala,SD,57658,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,13,Morristown Fire Department,214 Main St,,Morristown,SD,57645,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,14,Trail City Community Hall,130 N Main St,,Trail City,SD,57657,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,2,Corson County Courthouse,108 1st St E,,Mcintosh,SD,57641,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,3,City Auditorium,Main St,,McLaughlin,SD,57642,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,4,Grand River Fire Hall,21152 114th St,,Keldron,SD,57634,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,5,Kenel Community Center,HC 79 ,,McLaughlin,SD,57642,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,6,Gary Pederson Residence ,DIA Rd. ,#4,Firesteel,SD,57633,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,7,City Auditorium,Main St,,McLaughlin,SD,57642,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,8,Little Eagle District Building,1 School St,,Little Eagle,SD,57639,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Corson County,Auditor's Office,ocd-division/country:us/state:sd/county:corson,,(605) 273-4229,corsonauditor@sdplains.com,9,City Auditorium,Main St,,McLaughlin,SD,57642,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,1,Hermosa United Church of Christ,102 2nd St N,,Hermosa,SD,57744,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,10,Elk Mountain School,10222 Valley Rd,,Edgemont,SD,57735,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,2,Community & Historical Center,710 2nd St,,Fairburn,SD,57738,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,3,Town Hall (Old Bank Building) ,202 Main St. ,,Buffalo Gap,SD,57722,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,4,Pringle Fire Hall,470 Railway St,,Pringle,SD,57773,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,5,Custer County Annex Building,447 Crook St,,Custer,SD,57730,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,6,Custer County Annex Building,447 Crook St,,Custer,SD,57730,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,7,Custer County Annex Building,447 Crook St,,Custer,SD,57730,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,8,Custer County Annex Building,447 Crook St,,Custer,SD,57730,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Custer County,Deputy Auditor,ocd-division/country:us/state:sd/county:custer,,(605) 673-8173,nchristensen@custercountysd.com,9,Custer County Highway Department Building,25365 US 385 S,,Custer,SD,57730,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,6,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,7,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,8,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,9,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,10,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,11,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,12,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,13,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,19,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,20,Corn Palace,601 N. Main,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,2,Mt. Vernon Senior Center,105 N LINDMAN,,,SD ,57363,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,1,Ethan Finance Office,201 W Main,,Ethan,SD ,57366,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,3,Davison County Fairgrounds,3200 W. Havens,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,4,Davison County Fairgrounds,3200 W. Havens,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,5,Davison County Fairgrounds,3200 W. Havens,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,14,MCTEA Building,821 N. Capital,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,15,MCTEA Building,821 N. Capital,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,16,MCTEA Building,821 N. Capital,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,17,MCTEA Building,821 N. Capital,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Davison County,Davison County Auditor,ocd-division/country:us/state:sd/county:davison,,(605) 995-8608,auditor@davisoncounty.org,18,MCTEA Building,821 N. Capital,,Mitchell,SD ,57301,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,1,Courthouse,711 W 1st St,Rm 101,Webster,SD ,57274,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,10,Andover Senior Center,311 W Main St,,Pierpont,SD ,57468,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,11,Roslyn Fire Hall,600 Main St ,,Roslyn,SD ,57261,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,13,St. Joseph's Hall,22 Saint Josephs St,,Grenville,SD,57239,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,14,Bristol Community Store,116 Main St. S,,BRISTOL,SD ,57219,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,2,Courthouse,711 W 1st St,Rm 101,Webster,SD ,57274,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,3,Courthouse,711 W 1st St,Rm 101,Webster,SD ,57274,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,4,Courthouse,711 W 1st St,Rm 101,Webster,SD ,57274,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,5,American Legion,20 E 2nd Ave,,Waubay,SD ,57273,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,6,American Legion,20 E 2nd Ave,,Waubay,SD ,57273,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
Day County,Day County Audiotr's Office,ocd-division/country:us/state:sd/county:day,,(605) 345-9500,dcaud@itctel.com,7,Courthouse,711 W 1st St,Rm 205,Webster,SD ,57274,07:00:00 - 06:00,19:00:00 - 06:00,11-08-16,11-08-16
