office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appt,notes,notes for hand collection
Benton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benton,Benton Town ME,,(207) 453-7191,,1279 Clinton Ave,Benton,ME,4901,09:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,,,
Benton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benton,Benton Town ME,,(207) 453-7191,,1279 Clinton Ave,Benton,ME,4901,11:00:00 - 04:00,18:00:00 - 04:00,11/3/16,11/3/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,14:00:00 - 04:00,10/11/16,10/12/16,,"Oct 11 - Nov 3, T/W/F open at 8, closed at 2 on T/WF, Th there until 6",
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,18:00:00 - 04:00,10/13/16,10/13/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,14:00:00 - 04:00,10/14/16,10/14/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,14:00:00 - 04:00,10/18/16,10/19/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,18:00:00 - 04:00,10/20/16,10/20/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,14:00:00 - 04:00,10/21/16,10/21/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,14:00:00 - 04:00,10/25/16,10/26/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,18:00:00 - 04:00,10/27/16,10/27/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,14:00:00 - 04:00,10/28/16,10/28/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,14:00:00 - 04:00,11/1/16,11/2/16,,,
Bremen Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bremen,Bremen Town ME,,(207) 529-5945,,208 Waldoboro Rd,Bremen,ME,4551,08:00:00 - 04:00,18:00:00 - 04:00,11/3/16,11/3/16,,,
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,09:00:00 - 04:00,14:00:00 - 04:00,10/11/16,10/12/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,18:00:00 - 04:00,20:00:00 - 04:00,10/13/16,10/13/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,09:00:00 - 04:00,14:00:00 - 04:00,10/17/16,10/19/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,18:00:00 - 04:00,20:00:00 - 04:00,10/20/16,10/20/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,09:00:00 - 04:00,14:00:00 - 04:00,10/24/16,10/26/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,18:00:00 - 04:00,20:00:00 - 04:00,10/27/16,10/27/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,09:00:00 - 04:00,14:00:00 - 04:00,10/31/16,11/2/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Brooksville Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:brooksville,Brooksville Town ME,,(207) 326-4518,,1 Town House Road,Brooksville,ME,4617,18:00:00 - 04:00,20:00:00 - 04:00,11/3/16,11/3/16,,"Oct 11 - Nov 3; M-W 9-2, TH 6-8pm",
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/13/16,,"Oct 11 - Nov 3, M-TH 8-4, F 8-2, monday at 7 pm",
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,14:00:00 - 04:00,10/14/16,10/14/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/17/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,16:00:00 - 04:00,10/18/16,10/20/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,14:00:00 - 04:00,10/21/16,10/21/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/24/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,16:00:00 - 04:00,10/25/16,10/27/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,14:00:00 - 04:00,10/28/16,10/28/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,10/31/16,,,
Burnham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:burnham,Burnham Town ME,,(207) 948-2369,,247 South Horseback Road,Burnham,ME,4922,08:00:00 - 04:00,16:00:00 - 04:00,11/1/16,11/3/16,,,
Carrabassett Valley Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:carrabassett_valley,Carrabassett Valley Town ME,,(207) 235-2645,,1001 Carriage Rd,Carrabassett Valley,ME,4947,08:00:00 - 04:00,16:00:00 - 04:00,10/3/16,10/7/16,,"Oct 3 - Nov 3, M-F 8-4",
Carrabassett Valley Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:carrabassett_valley,Carrabassett Valley Town ME,,(207) 235-2645,,1001 Carriage Rd,Carrabassett Valley,ME,4947,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,,
Carrabassett Valley Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:carrabassett_valley,Carrabassett Valley Town ME,,(207) 235-2645,,1001 Carriage Rd,Carrabassett Valley,ME,4947,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,
Carrabassett Valley Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:carrabassett_valley,Carrabassett Valley Town ME,,(207) 235-2645,,1001 Carriage Rd,Carrabassett Valley,ME,4947,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,
Carrabassett Valley Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:carrabassett_valley,Carrabassett Valley Town ME,,(207) 235-2645,,1001 Carriage Rd,Carrabassett Valley,ME,4947,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/4/16,10/5/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,16:00:00 - 04:00,19:00:00 - 04:00,10/5/16,10/5/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/6/16,10/7/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/11/16,10/12/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,16:00:00 - 04:00,19:00:00 - 04:00,10/12/16,10/12/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/13/16,10/14/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/17/16,10/19/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,16:00:00 - 04:00,19:00:00 - 04:00,10/19/16,10/19/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/20/16,10/21/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/24/16,10/26/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,16:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/26/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/27/16,10/28/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,10/31/16,11/2/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,16:00:00 - 04:00,19:00:00 - 04:00,11/2/16,11/2/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Charleston Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:charleston,Charleston Town ME,,(207) 285-3637,,125 School Road,Charleston,ME,4422,09:00:00 - 04:00,13:30:00 - 04:00,11/3/16,11/3/16,,"Oct 3 - Nov 3, T-F 9:00-1:30, W 4-7pm",
Cranberry Isles Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cranberry_isles,Cranberry Isles Town ME,,(207) 244-4475,,59 Main Rd,Islesford,ME,4646,09:00:00 - 04:00,15:00:00 - 04:00,10/3/16,10/7/16,,"Oct 3 - Nov 3, 9-3 M-F",
Cranberry Isles Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cranberry_isles,Cranberry Isles Town ME,,(207) 244-4475,,59 Main Rd,Islesford,ME,4646,09:00:00 - 04:00,15:00:00 - 04:00,10/11/16,10/14/16,,"Oct 3 - Nov 3, 9-3 M-F",
Cranberry Isles Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cranberry_isles,Cranberry Isles Town ME,,(207) 244-4475,,59 Main Rd,Islesford,ME,4646,09:00:00 - 04:00,15:00:00 - 04:00,10/17/16,10/21/16,,"Oct 3 - Nov 3, 9-3 M-F",
Cranberry Isles Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cranberry_isles,Cranberry Isles Town ME,,(207) 244-4475,,59 Main Rd,Islesford,ME,4646,09:00:00 - 04:00,15:00:00 - 04:00,10/24/16,10/28/16,,"Oct 3 - Nov 3, 9-3 M-F",
Cranberry Isles Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cranberry_isles,Cranberry Isles Town ME,,(207) 244-4475,,59 Main Rd,Islesford,ME,4646,09:00:00 - 04:00,15:00:00 - 04:00,10/31/16,11/3/16,,"Oct 3 - Nov 3, 9-3 M-F",
Crystal Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:crystal,Crystal Town ME,,(207) 463-2770,,272 Crystal Rd.,Crystal,ME,4747,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3, T/W/TH 8-4pm",
Crystal Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:crystal,Crystal Town ME,,(207) 463-2770,,272 Crystal Rd.,Crystal,ME,4747,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,"Oct 11 - Nov 3, T/W/TH 8-4pm",
Crystal Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:crystal,Crystal Town ME,,(207) 463-2770,,272 Crystal Rd.,Crystal,ME,4747,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,"Oct 11 - Nov 3, T/W/TH 8-4pm",
Crystal Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:crystal,Crystal Town ME,,(207) 463-2770,,272 Crystal Rd.,Crystal,ME,4747,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,"Oct 11 - Nov 3, T/W/TH 8-4pm",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/12/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,18:00:00 - 04:00,10/13/16,10/13/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/19/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,18:00:00 - 04:00,10/20/16,10/20/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/26/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,18:00:00 - 04:00,10/27/16,10/27/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/2/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Cumberland Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:cumberland,Cumberland Town ME,,(207) 829-5559,,290 Tuttle Road,Cumberland,ME,4021,08:00:00 - 04:00,18:00:00 - 04:00,11/3/16,11/3/16,,"Oct 11 - Nov 3, M/T/W 8-5, TH 8-6",
Detroit Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:detroit,Detroit Town ME,,(207) 257-4488,,35 South Main Street,Detroit,ME,4929,08:30:00 - 04:00,18:30:00 - 04:00,10/11/16,10/14/16,,"Oct 11 - Nov 3, M-TH 8:30-6:30 PM",
Detroit Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:detroit,Detroit Town ME,,(207) 257-4488,,35 South Main Street,Detroit,ME,4929,08:30:00 - 04:00,18:30:00 - 04:00,10/17/16,10/20/16,,"Oct 11 - Nov 3, M-TH 8:30-6:30 PM",
Detroit Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:detroit,Detroit Town ME,,(207) 257-4488,,35 South Main Street,Detroit,ME,4929,08:30:00 - 04:00,18:30:00 - 04:00,10/24/16,10/27/16,,"Oct 11 - Nov 3, M-TH 8:30-6:30 PM",
Detroit Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:detroit,Detroit Town ME,,(207) 257-4488,,35 South Main Street,Detroit,ME,4929,08:30:00 - 04:00,18:30:00 - 04:00,10/31/16,11/3/16,,"Oct 11 - Nov 3, M-TH 8:30-6:30 PM",
Dexter Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:dextwe,Dexter Town ME,,(207) 924-7351,,23 Main,Dexter,ME,4930,08:30:00 - 04:00,16:30:00 - 04:00,10/3/16,10/7/16,,Oct 3 - Nov 3; 8:30-4:30 M-F,
Dexter Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:dextwe,Dexter Town ME,,(207) 924-7351,,23 Main,Dexter,ME,4930,08:30:00 - 04:00,16:30:00 - 04:00,10/11/16,10/14/16,,Oct 3 - Nov 3; 8:30-4:30 M-F,
Dexter Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:dextwe,Dexter Town ME,,(207) 924-7351,,23 Main,Dexter,ME,4930,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,,Oct 3 - Nov 3; 8:30-4:30 M-F,
Dexter Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:dextwe,Dexter Town ME,,(207) 924-7351,,23 Main,Dexter,ME,4930,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,,Oct 3 - Nov 3; 8:30-4:30 M-F,
Dexter Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:dextwe,Dexter Town ME,,(207) 924-7351,,23 Main,Dexter,ME,4930,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/3/16,,Oct 3 - Nov 3; 8:30-4:30 M-F,
Eagle Lake Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eagle_lake,Eagle Lake Town ME,,(207) 444-5125,,36 Devoe Brook Rd,Eagle Lake,ME,4739,08:00:00 - 04:00,16:30:00 - 04:00,10/3/16,10/7/16,,"Oct 3 - Nov 3, 8-4:30 pm M-F",
Eagle Lake Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eagle_lake,Eagle Lake Town ME,,(207) 444-5125,,36 Devoe Brook Rd,Eagle Lake,ME,4739,08:00:00 - 04:00,16:30:00 - 04:00,10/11/16,10/14/16,,"Oct 3 - Nov 3, 8-4:30 pm M-F",
Eagle Lake Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eagle_lake,Eagle Lake Town ME,,(207) 444-5125,,36 Devoe Brook Rd,Eagle Lake,ME,4739,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,,"Oct 3 - Nov 3, 8-4:30 pm M-F",
Eagle Lake Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eagle_lake,Eagle Lake Town ME,,(207) 444-5125,,36 Devoe Brook Rd,Eagle Lake,ME,4739,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,,"Oct 3 - Nov 3, 8-4:30 pm M-F",
Eagle Lake Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eagle_lake,Eagle Lake Town ME,,(207) 444-5125,,36 Devoe Brook Rd,Eagle Lake,ME,4739,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/3/16,,"Oct 3 - Nov 3, 8-4:30 pm M-F",
East Machias Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:east_machias,East Machias Town ME,,(207) 255-8598,,32 Cutler Road,East Machias,ME,4630,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/13/16,,"Oct 11 - Nov 3; 8-4 M-TH, 8-3:30 F",
East Machias Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:east_machias,East Machias Town ME,,(207) 255-8598,,32 Cutler Road,East Machias,ME,4630,08:30:00 - 04:00,15:30:00 - 04:00,10/14/16,10/14/16,,"Oct 11 - Nov 3; 8-4 M-TH, 8-3:30 F",
East Machias Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:east_machias,East Machias Town ME,,(207) 255-8598,,32 Cutler Road,East Machias,ME,4630,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/20/16,,"Oct 11 - Nov 3; 8-4 M-TH, 8-3:30 F",
East Machias Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:east_machias,East Machias Town ME,,(207) 255-8598,,32 Cutler Road,East Machias,ME,4630,08:30:00 - 04:00,15:30:00 - 04:00,10/21/16,10/21/16,,"Oct 11 - Nov 3; 8-4 M-TH, 8-3:30 F",
