spr,title,ocd_division,description,homepage,phone,email,name,adr_1,adr_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Bradley County,County Clerk,ocd-division/country:us/state:ar/county:bradley,Bradley County AR,,(870) 226-3464,bradleyclerk@arkansasclerks.com,,101 East Cedar St.,,,Warren,AR,71671,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"MON. - FRI. 8 a.m. - 6 p.m., SAT. 10 a.m. - 4 p.m",61,"101 East Cedar St., Warren, AR 71671",,08:00 AM - 05:00 PM,,ho37539806,false,true,,,,poll63965051
Calhoun County,County Clerk,ocd-division/country:us/state:ar/county:calhoun,Calhoun County AR,,(870) 798-2517,calhounclerk@arkansasclerks.com,,309 West Main,,,Hampton,AR,71744,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8-6pm M-F, Saturday 10-4pm, until Monday 7th ends at 5pm.",62,"309 West Main, Hampton, AR 71744",,08:00 AM - 06:00 PM,,ho64599599,false,true,,,,poll77369785
Calhoun County,County Clerk,ocd-division/country:us/state:ar/county:calhoun,Calhoun County AR,,(870) 798-2517,calhounclerk@arkansasclerks.com,,309 West Main,,,Hampton,AR,71744,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,63,"309 West Main, Hampton, AR 71744",,10:00 AM - 04:00 PM,,ho64599599,false,true,,,,poll77369785
Calhoun County,County Clerk,ocd-division/country:us/state:ar/county:calhoun,Calhoun County AR,,(870) 798-2517,calhounclerk@arkansasclerks.com,,309 West Main,,,Hampton,AR,71744,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,64,"309 West Main, Hampton, AR 71744",,08:00 AM - 06:00 PM,,ho64599599,false,true,,,,poll77369785
Calhoun County,County Clerk,ocd-division/country:us/state:ar/county:calhoun,Calhoun County AR,,(870) 798-2517,calhounclerk@arkansasclerks.com,,309 West Main,,,Hampton,AR,71744,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,65,"309 West Main, Hampton, AR 71744",,10:00 AM - 04:00 PM,,ho64599599,false,true,,,,poll77369785
Calhoun County,County Clerk,ocd-division/country:us/state:ar/county:calhoun,Calhoun County AR,,(870) 798-2517,calhounclerk@arkansasclerks.com,,309 West Main,,,Hampton,AR,71744,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,66,"309 West Main, Hampton, AR 71744",,08:00 AM - 05:00 PM,,ho64599599,false,true,,,,poll77369785
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,(870) 423-2022,carrollclerk@arkansasclerks.com,,210 West Church St.,,,Berryville,AR,72616,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"Split county, so at both courthouses - -  M-F 8-6pm, Saturday 10-4pm, Monday 7th 8-5pm.",67,"210 West Church St., Berryville, AR 72616",,08:00 AM - 06:00 PM,,ho58936397,false,true,,,,poll89061978
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,(870) 423-2022,carrollclerk@arkansasclerks.com,,210 West Church St.,,,Berryville,AR,72616,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,68,"210 West Church St., Berryville, AR 72616",,10:00 AM - 04:00 PM,,ho58936397,false,true,,,,poll89061978
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,(870) 423-2022,carrollclerk@arkansasclerks.com,,210 West Church St.,,,Berryville,AR,72616,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,69,"210 West Church St., Berryville, AR 72616",,08:00 AM - 06:00 PM,,ho58936397,false,true,,,,poll89061978
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,(870) 423-2022,carrollclerk@arkansasclerks.com,,210 West Church St.,,,Berryville,AR,72616,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,70,"210 West Church St., Berryville, AR 72616",,10:00 AM - 04:00 PM,,ho58936397,false,true,,,,poll89061978
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,(870) 423-2022,carrollclerk@arkansasclerks.com,,210 West Church St.,,,Berryville,AR,72616,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,71,"210 West Church St., Berryville, AR 72616",,08:00 AM - 05:00 PM,,ho58936397,false,true,,,,poll89061978
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,,,,44 S. Main St,,,Eureka Springs,AR,72632,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,,72,"44 S. Main St, Eureka Springs, AR 72632",,08:00 AM - 06:00 PM,,ho10654755,false,true,,,,poll92263209
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,,,,44 S. Main St,,,Eureka Springs,AR,72632,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,73,"44 S. Main St, Eureka Springs, AR 72632",,10:00 AM - 04:00 PM,,ho10654755,false,true,,,,poll92263209
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,,,,44 S. Main St,,,Eureka Springs,AR,72632,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,74,"44 S. Main St, Eureka Springs, AR 72632",,08:00 AM - 06:00 PM,,ho10654755,false,true,,,,poll92263209
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,,,,44 S. Main St,,,Eureka Springs,AR,72632,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,75,"44 S. Main St, Eureka Springs, AR 72632",,10:00 AM - 04:00 PM,,ho10654755,false,true,,,,poll92263209
Carroll County,County Clerk,ocd-division/country:us/state:ar/county:carroll,Carroll County AR,,,,,44 S. Main St,,,Eureka Springs,AR,72632,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,76,"44 S. Main St, Eureka Springs, AR 72632",,08:00 AM - 05:00 PM,,ho10654755,false,true,,,,poll92263209
Chicot County,County Clerk,ocd-division/country:us/state:ar/county:chicot,Chicot County AR,,(870) 265-8000,chicotclerk@arkansasclerks.com,,108 Main St.,,,Lake Village,AR,71653,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8:00 a.m.- 6:00 p.m. Monday -Friday, Saturday 10:00 a.m.-4:00 p.m. and Monday day before election 8:00 a.m.-5:00 p.m.",77,"108 Main St., Lake Village, AR 71653",,08:00 AM - 06:00 PM,,ho17861247,false,true,,,,poll32392040
Chicot County,County Clerk,ocd-division/country:us/state:ar/county:chicot,Chicot County AR,,(870) 265-8000,chicotclerk@arkansasclerks.com,,108 Main St.,,,Lake Village,AR,71653,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"8:00 a.m.- 6:00 p.m. Monday -Friday, Saturday 10:00 a.m.-4:00 p.m. and Monday day before election 8:00 a.m.-5:00 p.m.",78,"108 Main St., Lake Village, AR 71653",,10:00 AM - 04:00 PM,,ho17861247,false,true,,,,poll32392040
Chicot County,County Clerk,ocd-division/country:us/state:ar/county:chicot,Chicot County AR,,(870) 265-8000,chicotclerk@arkansasclerks.com,,108 Main St.,,,Lake Village,AR,71653,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"8:00 a.m.- 6:00 p.m. Monday -Friday, Saturday 10:00 a.m.-4:00 p.m. and Monday day before election 8:00 a.m.-5:00 p.m.",79,"108 Main St., Lake Village, AR 71653",,08:00 AM - 06:00 PM,,ho17861247,false,true,,,,poll32392040
Chicot County,County Clerk,ocd-division/country:us/state:ar/county:chicot,Chicot County AR,,(870) 265-8000,chicotclerk@arkansasclerks.com,,108 Main St.,,,Lake Village,AR,71653,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"8:00 a.m.- 6:00 p.m. Monday -Friday, Saturday 10:00 a.m.-4:00 p.m. and Monday day before election 8:00 a.m.-5:00 p.m.",80,"108 Main St., Lake Village, AR 71653",,10:00 AM - 04:00 PM,,ho17861247,false,true,,,,poll32392040
Chicot County,County Clerk,ocd-division/country:us/state:ar/county:chicot,Chicot County AR,,(870) 265-8000,chicotclerk@arkansasclerks.com,,108 Main St.,,,Lake Village,AR,71653,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"8:00 a.m.- 6:00 p.m. Monday -Friday, Saturday 10:00 a.m.-4:00 p.m. and Monday day before election 8:00 a.m.-5:00 p.m.",81,"108 Main St., Lake Village, AR 71653",,08:00 AM - 05:00 PM,,ho17861247,false,true,,,,poll32392040
Clark County,County Clerk,ocd-division/country:us/state:ar/county:clark,Clark County AR,,(870) 246-4491,clarkclerk@arkansasclerks.com,,401 Clay St.,,,Arkadelphia,AR,71923,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8am-6pm Oct. 24th thru Nov. 4th, 8am - 5pm on Nov. 7th and 10am-4pm on Sat. Oct. 29th & Nov 5th",82,"401 Clay St., Arkadelphia, AR 71923",,08:00 AM - 06:00 PM,,ho31477641,false,true,,,,poll79430252
Clark County,County Clerk,ocd-division/country:us/state:ar/county:clark,Clark County AR,,(870) 246-4491,clarkclerk@arkansasclerks.com,,401 Clay St.,,,Arkadelphia,AR,71923,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"8am-6pm Oct. 24th thru Nov. 4th, 8am - 5pm on Nov. 7th and 10am-4pm on Sat. Oct. 29th & Nov 5th",83,"401 Clay St., Arkadelphia, AR 71923",,10:00 AM - 04:00 PM,,ho31477641,false,true,,,,poll79430252
Clark County,County Clerk,ocd-division/country:us/state:ar/county:clark,Clark County AR,,(870) 246-4491,clarkclerk@arkansasclerks.com,,401 Clay St.,,,Arkadelphia,AR,71923,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"8am-6pm Oct. 24th thru Nov. 4th, 8am - 5pm on Nov. 7th and 10am-4pm on Sat. Oct. 29th & Nov 5th",84,"401 Clay St., Arkadelphia, AR 71923",,08:00 AM - 06:00 PM,,ho31477641,false,true,,,,poll79430252
Clark County,County Clerk,ocd-division/country:us/state:ar/county:clark,Clark County AR,,(870) 246-4491,clarkclerk@arkansasclerks.com,,401 Clay St.,,,Arkadelphia,AR,71923,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"8am-6pm Oct. 24th thru Nov. 4th, 8am - 5pm on Nov. 7th and 10am-4pm on Sat. Oct. 29th & Nov 5th",85,"401 Clay St., Arkadelphia, AR 71923",,10:00 AM - 04:00 PM,,ho31477641,false,true,,,,poll79430252
Clark County,County Clerk,ocd-division/country:us/state:ar/county:clark,Clark County AR,,(870) 246-4491,clarkclerk@arkansasclerks.com,,401 Clay St.,,,Arkadelphia,AR,71923,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"8am-6pm Oct. 24th thru Nov. 4th, 8am - 5pm on Nov. 7th and 10am-4pm on Sat. Oct. 29th & Nov 5th",86,"401 Clay St., Arkadelphia, AR 71923",,08:00 AM - 05:00 PM,,ho31477641,false,true,,,,poll79430252
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,,Piggott and Corning,AR,72454,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",87,"151 South Second Ave., Piggott and Corning, AR 72454",,08:00 AM - 06:00 PM,,ho27890972,false,true,,,,poll37911088
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,,Piggott and Corning,AR,72454,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",88,"151 South Second Ave., Piggott and Corning, AR 72454",,10:00 AM - 04:00 PM,,ho27890972,false,true,,,,poll37911088
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,,Piggott and Corning,AR,72454,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",89,"151 South Second Ave., Piggott and Corning, AR 72454",,08:00 AM - 06:00 PM,,ho27890972,false,true,,,,poll37911088
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,,Piggott and Corning,AR,72454,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",90,"151 South Second Ave., Piggott and Corning, AR 72454",,10:00 AM - 04:00 PM,,ho27890972,false,true,,,,poll37911088
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,,Piggott and Corning,AR,72454,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",91,"151 South Second Ave., Piggott and Corning, AR 72454",,08:00 AM - 05:00 PM,,ho27890972,false,true,,,,poll37911088
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,,Corning,AR,72422,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",92,"800 Sw 2nd St, Corning, AR 72422",,08:00 AM - 06:00 PM,,ho91425669,false,true,,,,poll28378054
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,,Corning,AR,72422,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",93,"800 Sw 2nd St, Corning, AR 72422",,10:00 AM - 04:00 PM,,ho91425669,false,true,,,,poll28378054
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,,Corning,AR,72422,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",94,"800 Sw 2nd St, Corning, AR 72422",,08:00 AM - 06:00 PM,,ho91425669,false,true,,,,poll28378054
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,,Corning,AR,72422,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",95,"800 Sw 2nd St, Corning, AR 72422",,10:00 AM - 04:00 PM,,ho91425669,false,true,,,,poll28378054
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,,Corning,AR,72422,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st",96,"800 Sw 2nd St, Corning, AR 72422",,08:00 AM - 05:00 PM,,ho91425669,false,true,,,,poll28378054
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,,Heber Springs,AR,72543,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"Courthouse - only EV location - open 8-6pm M-F, two Saturdays 10-4pm.",97,"301 West Main St, Heber Springs, AR 72543",,08:00 AM - 06:00 PM,,ho28464775,false,true,,,,poll34633431
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,,Heber Springs,AR,72543,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,98,"301 West Main St, Heber Springs, AR 72543",,10:00 AM - 04:00 PM,,ho28464775,false,true,,,,poll34633431
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,,Heber Springs,AR,72543,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,99,"301 West Main St, Heber Springs, AR 72543",,08:00 AM - 06:00 PM,,ho28464775,false,true,,,,poll34633431
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,,Heber Springs,AR,72543,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,100,"301 West Main St, Heber Springs, AR 72543",,10:00 AM - 04:00 PM,,ho28464775,false,true,,,,poll34633431
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,,Heber Springs,AR,72543,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,101,"301 West Main St, Heber Springs, AR 72543",,08:00 AM - 05:00 PM,,ho28464775,false,true,,,,poll34633431
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,,Rison,AR,71665,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"8-6pm M-F, Saturdays 10-4pm, on the 7th 5pm - Courthouse",102,"20 Magnolia Street, Rison, AR 71665",,08:00 AM - 06:00 PM,,ho84799382,false,true,,,,poll71360343
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,,Rison,AR,71665,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,,103,"20 Magnolia Street, Rison, AR 71665",,10:00 AM - 04:00 PM,,ho84799382,false,true,,,,poll71360343
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,,Rison,AR,71665,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,,104,"20 Magnolia Street, Rison, AR 71665",,08:00 AM - 06:00 PM,,ho84799382,false,true,,,,poll71360343
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,,Rison,AR,71665,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,,105,"20 Magnolia Street, Rison, AR 71665",,10:00 AM - 04:00 PM,,ho84799382,false,true,,,,poll71360343
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,,Rison,AR,71665,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,,106,"20 Magnolia Street, Rison, AR 71665",,08:00 AM - 05:00 PM,,ho84799382,false,true,,,,poll71360343
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square, Suite 1,,Magnolia,AR,71753,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm",107,"1 Court Square,  Suite 1, Magnolia, AR 71753",,08:00 AM - 06:00 PM,,ho56412564,false,true,,,,poll1720243
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square, Suite 1,,Magnolia,AR,71753,10:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm",108,"1 Court Square,  Suite 1, Magnolia, AR 71753",,10:00 AM - 04:00 PM,,ho56412564,false,true,,,,poll1720243
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square, Suite 1,,Magnolia,AR,71753,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/4/16,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm",109,"1 Court Square,  Suite 1, Magnolia, AR 71753",,08:00 AM - 06:00 PM,,ho56412564,false,true,,,,poll1720243
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square, Suite 1,,Magnolia,AR,71753,10:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm",110,"1 Court Square,  Suite 1, Magnolia, AR 71753",,10:00 AM - 04:00 PM,,ho56412564,false,true,,,,poll1720243
