countyne,sitene,location_ne,address,address2,address3,city,state,zip,directions,voterservices,start_date,end_date,start_time,end_time
Manatee County,Palmetto Library,Palmetto Library,923 6th St W,,,Palmetto,FL,34221,,,10/24/16,10/30/16,08:00  - 04:00,17:00 - 04:00
Manatee County,Palmetto Library,Palmetto Library,923 6th St W,,,Palmetto,FL,34221,,,10/31/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Manatee County,Rocky Bluff Library,Rocky Bluff Library,6750 US Hwy 301,,,Ellenton,FL,34222,,,10/24/16,10/30/16,08:00  - 04:00,17:00 - 04:00
Manatee County,Rocky Bluff Library,Rocky Bluff Library,6750 US Hwy 301,,,Ellenton,FL,34222,,,10/31/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Manatee County,Supervisor of Elections Office,Supervisor of Elections Office,"600 301 Blvd W., Suite 118",,,Bradenton,FL,34205,,,10/24/16,10/30/16,08:00  - 04:00,17:00 - 04:00
Manatee County,Supervisor of Elections Office,Supervisor of Elections Office,"600 301 Blvd W., Suite 118",,,Bradenton,FL,34205,,,10/31/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Manatee County,West Manatee Fire & Rescue Administration,West Manatee Fire & Rescue Administration,6417 3rd Ave W,,,Bradenton,FL,34209,,,10/24/16,10/30/16,08:00  - 04:00,17:00 - 04:00
Manatee County,West Manatee Fire & Rescue Administration,West Manatee Fire & Rescue Administration,6417 3rd Ave W,,,Bradenton,FL,34209,,,10/31/16,11/5/16,07:00  - 04:00,19:00 - 04:00
St. Lucie County,Orange Blossom Business Center,Orange Blossom Business Center,4132 Okeechobee Road,,,Ft Pierce,FL,34947,,,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
St. Lucie County,Orange Blossom Business Center,Orange Blossom Business Center,4132 Okeechobee Road,,,Ft Pierce,FL,34947,,,11/6/16,11/6/16,07:00  - 05:00,15:00 - 05:00
St. Lucie County,"Parks Edge POA, INC ","Parks Edge POA, INC",3201 Landale Blvd,,,Port St. Lucie,FL,34953,,,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
St. Lucie County,"Parks Edge POA, INC ","Parks Edge POA, INC",3201 Landale Blvd,,,Port St. Lucie,FL,34953,,,11/6/16,11/6/16,07:00  - 05:00,15:00 - 05:00
St. Lucie County,Port St Lucie Civic Center,Port St Lucie Civic Center,9221 SE Civic Center Place,,,Port St Lucie,FL,34952,,,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
St. Lucie County,Port St Lucie Civic Center,Port St Lucie Civic Center,9221 SE Civic Center Place,,,Port St Lucie,FL,34952,,,11/6/16,11/6/16,07:00  - 05:00,15:00 - 05:00
St. Lucie County,Port St Lucie Community Center,Port St Lucie Community Center,2195 SE Airoso Blvd,,,Port St Lucie,FL,34984,,,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
St. Lucie County,Port St Lucie Community Center,Port St Lucie Community Center,2195 SE Airoso Blvd,,,Port St Lucie,FL,34984,,,11/6/16,11/6/16,07:00  - 05:00,15:00 - 05:00
St. Lucie County,Zora Neale Hurston Library,Zora Neale Hurston Library,3008 Avenue D,,,Ft Pierce,FL,34947,,,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
St. Lucie County,Zora Neale Hurston Library,Zora Neale Hurston Library,3008 Avenue D,,,Ft Pierce,FL,34947,,,11/6/16,11/6/16,07:00  - 05:00,15:00 - 05:00
Union County,Union County Supervisor of Elections Office,SOE Office,175 W. Main St,,,Lake Butler,FL,32054,,,10/29/16,10/29/16,8:00  - 04:00,18:00 - 04:00
Union County,Union County Supervisor of Elections Office,SOE Office,175 W. Main St,,,Lake Butler,FL,32054,,,10/30/16,10/30/16,8:00  - 04:00,16:00 - 04:00
Union County,Union County Supervisor of Elections Office,SOE Office,175 W. Main St,,,Lake Butler,FL,32054,,,10/31/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Washington County,Supervisor of Elections office,County Annex,"1331 South BLVD, Suite 900",,,Chipley,FL,32428,,www.wcsoe.org,10/24/16,10/29/16,8:00  - 04:00,18:00 - 04:00
Washington County,Supervisor of Elections office,County Annex,"1331 South BLVD, Suite 900",,,Chipley,FL,32428,,www.wcsoe.org,10/30/16,10/30/16,10:00  - 04:00,18:00 - 04:00
Washington County,Supervisor of Elections office,County Annex,"1331 South BLVD, Suite 900",,,Chipley,FL,32428,,www.wcsoe.org,10/31/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Pasco County,East Pasco Government Center,East Pasco Government Center,14236 6th St,,,Dade City,FL,33523,,http://www.pascovotes.com/Voter-Registration/-I-Registered,10/29/16,11/5/16,07:00  - 04:00,19:00 - 04:00
