Spr,Name,ocd-division,division - description,homepage - url,phone,email,name,address1,address2,city,state,zip,start_time,end_time,start_date,end_date,notes
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,200 Courthouse Square,Suite 104,Des Arc,AR,72040,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,200 Courthouse Square,Suite 104,Des Arc,AR,72040,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,200 Courthouse Square,Suite 104,Des Arc,AR,72040,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,200 Courthouse Square,Suite 104,Des Arc,AR,72040,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,183 Prairie St,,Des Arc,AR,72041,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,183 Prairie St,,Des Arc,AR,72041,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,183 Prairie St,,Des Arc,AR,72041,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,183 Prairie St,,Des Arc,AR,72041,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Prairie County,County Clerk,ocd-division/country:us/state:ar/county:prairie,Prairie County AR,,(870) 256-4434,prairieclerk@arkansasclerks.com,,183 Prairie St,,Des Arc,AR,72041,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,M-F 8:00am to 6:00pm and Saturday 10:00am- 04:00pm. November 7th at 8-5:00pm.
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,,501 West Markham,,Little Rock,AR,72201,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,,501 West Markham,,Little Rock,AR,72201,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,,501 West Markham,,Little Rock,AR,72201,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,,501 West Markham,,Little Rock,AR,72201,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,,501 West Markham,,Little Rock,AR,72201,08:00:00 - 05:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sue Cowan Williams Library,1800 S Chester St,,Little Rock,AR,72206,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sue Cowan Williams Library,1800 S Chester St,,Little Rock,AR,72206,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sue Cowan Williams Library,1800 S Chester St,,Little Rock,AR,72206,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sue Cowan Williams Library,1800 S Chester St,,Little Rock,AR,72206,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Dee Brown Library,6325 Baseline Rd,,Little Rock,AR,72209,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Dee Brown Library,6325 Baseline Rd,,Little Rock,AR,72209,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Dee Brown Library,6325 Baseline Rd,,Little Rock,AR,72209,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Dee Brown Library,6325 Baseline Rd,,Little Rock,AR,72209,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Roosevelt Thompson Library,38 Rahling Circle,,Little Rock,AR,72223,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Roosevelt Thompson Library,38 Rahling Circle,,Little Rock,AR,72223,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Roosevelt Thompson Library,38 Rahling Circle,,Little Rock,AR,72223,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Roosevelt Thompson Library,38 Rahling Circle,,Little Rock,AR,72223,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Laman Library,2801 Orange St,,North Little Rock,AR,72114,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Laman Library,2801 Orange St,,North Little Rock,AR,72114,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Laman Library,2801 Orange St,,North Little Rock,AR,72114,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Laman Library,2801 Orange St,,North Little Rock,AR,72114,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sidney S. McMath Library,2100 John Barrow Rd,,Little Rock,AR,72204,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sidney S. McMath Library,2100 John Barrow Rd,,Little Rock,AR,72204,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sidney S. McMath Library,2100 John Barrow Rd,,Little Rock,AR,72204,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Sidney S. McMath Library,2100 John Barrow Rd,,Little Rock,AR,72204,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jacksonville Community Center,5 Municipal Dr,,Jacksonville,AR,72076,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jacksonville Community Center,5 Municipal Dr,,Jacksonville,AR,72076,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jacksonville Community Center,5 Municipal Dr,,Jacksonville,AR,72076,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jacksonville Community Center,5 Municipal Dr,,Jacksonville,AR,72076,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jess Odom Community Center,1100 Edgewood Dr,,Maumelle,AR,72113,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jess Odom Community Center,1100 Edgewood Dr,,Maumelle,AR,72113,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jess Odom Community Center,1100 Edgewood Dr,,Maumelle,AR,72113,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jess Odom Community Center,1100 Edgewood Dr,,Maumelle,AR,72113,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center,2301 Thornhill Dr,,Sherwood,AR,72120,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center,2301 Thornhill Dr,,Sherwood,AR,72120,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center,2301 Thornhill Dr,,Sherwood,AR,72120,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Pulaski County,County Clerk,ocd-division/country:us/state:ar/county:pulaski,Pulaski County AR,,(501) 340-8500,pulaskiclerk@arkansasclerks.com,Jack Evans Senior Citizen Center,2301 Thornhill Dr,,Sherwood,AR,72120,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,Pocahontas,AR,72455,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election."
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,Pocahontas,AR,72455,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election."
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,Pocahontas,AR,72455,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election."
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,Pocahontas,AR,72455,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election."
Randolph County,County Clerk,ocd-division/country:us/state:ar/county:randolph,Randolph County AR,,(870) 892-5822,randolphclerk@arkansasclerks.com,,511 W Church St,,Pocahontas,AR,72455,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"No, Early Voting does not take place directly in the county clerk's office. It will take place at First Baptist Church between the hours of 8:00 a.m. and 6:00 p.m., Monday through Friday, and 10:00 a.m. - 04:00 p.m. on Saturday. Early Voting ends at 5:00 p.m. on the Monday prior to the election."
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,Benton,AR,72015,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,Benton,AR,72015,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,Benton,AR,72015,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,Benton,AR,72015,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Benton Early Voting Center,221 North Main,,Benton,AR,72015,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,Bryant,AR,72022,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,Bryant,AR,72022,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,Bryant,AR,72022,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Grace Church,4200 Hwy 5 North,,Bryant,AR,72022,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,Lonsdale,AR,72087,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,Lonsdale,AR,72087,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,Lonsdale,AR,72087,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,Bank of the Ozarks,24705 Hwy 5,,Lonsdale,AR,72087,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,Helsey,AR,72065,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,Helsey,AR,72065,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,Helsey,AR,72065,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Saline County,,ocd-division/country:us/state:ar/county:saline,Saline County AR,,(501) 303-5630,salineclerk@arkansasclerks.com,East Union Baptist Church,20422 North Springlake Road,,Helsey,AR,72065,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,FORT SMITH COURTHOUSE,30 S 6th St,#10308,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,Greenwood,AR,72936,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,Greenwood,AR,72936,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,Greenwood,AR,72936,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,GREENWOOD COURTHOUSE,301 E Center St,,Greenwood,AR,72936,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,Fort Smith,AR,72903,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,Fort Smith,AR,72903,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,Fort Smith,AR,72903,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,EASTSIDE BAPTIST,2710 Massard Rd,,Fort Smith,AR,72903,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,Fort Smith,AR,72908,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,Fort Smith,AR,72908,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,Fort Smith,AR,72908,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,HARVEST TIME TABERNACLE,3100 Briarcliff,,Fort Smith,AR,72908,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,Fort Smith,AR,72901,10:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Sebastian County,County Clerk,ocd-division/country:us/state:ar/county:sebastian,Sebastian County AR,,(479) 782-5065,sebastianclerk@arkansasclerks.com,CREEKMORE PARK,"3301 South ""M"" St",,Fort Smith,AR,72901,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,Waldron,AR,72958,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sat 10-4, Nov 7th 8-5 pm"
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,Waldron,AR,72958,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Scott County,County Clerk,ocd-division/country:us/state:ar/county:scott,Scott County AR,,(479) 637-2642,scottclerk@arkansasclerks.com,,190 West 1st St.,,Waldron,AR,72958,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
