office_name,ocd_division,description,homepage,phone,email,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Elko County,ocd-division/country:us/state:nv/county:elko,Elko County NV,http://www.elkocountynv.net/departments/clerk/clerk/office_info.php,(775) 753-4600,cfosmo@elkocountynv.net,700 Moren Way,,Elko,NV,89801,08:00:00 - 07:00,18:00:00 - 07:00 - 07:00,10/31/16,11/4/16,266,"700 Moren Way, Elko, NV 89801",,08:00 AM - 06:00 PM,,ho26663653,false,true,,,,poll75306664
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,,Goldfield,NV,89013,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,267,"233 Crook Avenue, Goldfield, NV 89013",,10:00 AM - 02:00 PM,,ho79650413,false,true,,,,poll47093377
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,,Goldfield,NV,89013,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,268,"233 Crook Avenue, Goldfield, NV 89013",,08:00 AM - 06:00 PM,,ho79650413,false,true,,,,poll47093377
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,,Goldfield,NV,89013,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,269,"233 Crook Avenue, Goldfield, NV 89013",,10:00 AM - 02:00 PM,,ho79650413,false,true,,,,poll47093377
Esmeralda County,ocd-division/country:us/state:nv/county:esmeralda,Esmeralda County NV,http://www.accessesmeralda.com/county_offices/clerk_treasurer.php,(775) 485-6367/ (775) 845-6309,celgan@citlink.net,233 Crook Avenue,,Goldfield,NV,89013,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,270,"233 Crook Avenue, Goldfield, NV 89013",,08:00 AM - 06:00 PM,,ho79650413,false,true,,,,poll47093377
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,,Eureka,NV,89316,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,271,"10 South Main Street, Eureka, NV 89316",,10:00 AM - 02:00 PM,,ho1660372,false,true,,,,poll73958267
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,,Eureka,NV,89316,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,272,"10 South Main Street, Eureka, NV 89316",,08:00 AM - 06:00 PM,,ho1660372,false,true,,,,poll73958267
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,,Eureka,NV,89316,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,273,"10 South Main Street, Eureka, NV 89316",,10:00 AM - 02:00 PM,,ho1660372,false,true,,,,poll73958267
Eureka County,ocd-division/country:us/state:nv/county:eureka,Eureka County NV,http://co.eureka.nv.us/clerk/clerk01.htm,(775) 237-5262,bconley.ecct@eurekanv.org,10 South Main Street,,Eureka,NV,89316,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,274,"10 South Main Street, Eureka, NV 89316",,08:00 AM - 06:00 PM,,ho1660372,false,true,,,,poll73958267
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",,Winnemucca,NV,89445-3199,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,275,"50 W. 5th Street, #207, Winnemucca, NV 89445",,10:00 AM - 06:00 PM,,ho54887494,false,true,,,,poll5325875
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",,Winnemucca,NV,89445-3199,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,276,"50 W. 5th Street, #207, Winnemucca, NV 89445",,08:00 AM - 06:00 PM,,ho54887494,false,true,,,,poll5325875
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",,Winnemucca,NV,89445-3199,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,277,"50 W. 5th Street, #207, Winnemucca, NV 89445",,10:00 AM - 06:00 PM,,ho54887494,false,true,,,,poll5325875
Humboldt County,ocd-division/country:us/state:nv/county:humboldt,Humboldt County NV,http://www.hcnv.us/clerk/clerk.htm,(775) 623-6343,coclerk@hcnv.us,"50 W. 5th Street, #207",,Winnemucca,NV,89445-3199,08:00:00 - 07:00,20:00:00 - 07:00,10/31/16,11/4/16,278,"50 W. 5th Street, #207, Winnemucca, NV 89445",,08:00 AM - 08:00 PM,,ho54887494,false,true,,,,poll5325875
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,,Battle Mountain,NV,89820,08:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,279,"625 S. Broad St., Battle Mountain, NV 89820",,08:00 AM - 02:00 PM,,ho88199681,false,true,,,,poll6742728
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,,Battle Mountain,NV,89820,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,280,"625 S. Broad St., Battle Mountain, NV 89820",,08:00 AM - 06:00 PM,,ho88199681,false,true,,,,poll6742728
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,,Battle Mountain,NV,89820,08:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,281,"625 S. Broad St., Battle Mountain, NV 89820",,08:00 AM - 02:00 PM,,ho88199681,false,true,,,,poll6742728
Lander County,ocd-division/country:us/state:nv/county:lander,Lander County NV,http://landercountynv.org/lander-county-elected-officials/county-clerk,(775) 635-5738,landercountyclerk@gmail.com,625 S. Broad St.,,Battle Mountain,NV,89820,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,282,"625 S. Broad St., Battle Mountain, NV 89820",,08:00 AM - 06:00 PM,,ho88199681,false,true,,,,poll6742728
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",,Pioche,NV,89043-0090,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,283,"181 North Main Street, Suite 201, Pioche, NV 89043",,10:00 AM - 02:00 PM,,ho2074754,false,true,,,,poll98768768
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",,Pioche,NV,89043-0090,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,284,"181 North Main Street, Suite 201, Pioche, NV 89043",,08:00 AM - 06:00 PM,,ho2074754,false,true,,,,poll98768768
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",,Pioche,NV,89043-0090,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,285,"181 North Main Street, Suite 201, Pioche, NV 89043",,10:00 AM - 02:00 PM,,ho2074754,false,true,,,,poll98768768
Lincoln County,ocd-division/country:us/state:nv/county:lincoln,Lincoln County NV,http://www.lincolncountynv.org/clerk/index.html,(775) 962-8077,llloyd@lincolnnv.com,"181 North Main Street, Suite 201",,Pioche,NV,89043-0090,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,286,"181 North Main Street, Suite 201, Pioche, NV 89043",,08:00 AM - 06:00 PM,,ho2074754,false,true,,,,poll98768768
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,,Yerington,NV,89447-2571,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,287,"27 South Main Street, Yerington, NV 89447",,10:00 AM - 02:00 PM,,ho5069662,false,true,,,,poll25019260
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,,Yerington,NV,89447-2571,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,288,"27 South Main Street, Yerington, NV 89447",,08:00 AM - 06:00 PM,,ho5069662,false,true,,,,poll25019260
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,,Yerington,NV,89447-2571,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,289,"27 South Main Street, Yerington, NV 89447",,10:00 AM - 02:00 PM,,ho5069662,false,true,,,,poll25019260
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,27 South Main Street,,Yerington,NV,89447-2571,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,290,"27 South Main Street, Yerington, NV 89447",,08:00 AM - 06:00 PM,,ho5069662,false,true,,,,poll25019260
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,34 Lakes Blvd.,,Dayton,NV,89403,13:00:00 - 07:00,19:00:00 - 07:00,10/25/16,10/28/16,291,"34 Lakes Blvd., Dayton, NV 89403",,01:00 PM - 07:00 PM,,ho61077009,false,true,,,,poll49482836
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,34 Lakes Blvd.,,Dayton,NV,89403,13:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,292,"34 Lakes Blvd., Dayton, NV 89403",,01:00 PM - 07:00 PM,,ho61077009,false,true,,,,poll49482836
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,,Fernley,NV,89408,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,293,"595 Silverlace Blvd, Fernley, NV 89408",,10:00 AM - 02:00 PM,,ho61487399,false,true,,,,poll67319339
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,,Fernley,NV,89408,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/27/16,294,"595 Silverlace Blvd, Fernley, NV 89408",,08:00 AM - 05:00 PM,,ho61487399,false,true,,,,poll67319339
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,,Fernley,NV,89408,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,295,"595 Silverlace Blvd, Fernley, NV 89408",,10:00 AM - 02:00 PM,,ho61487399,false,true,,,,poll67319339
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,595 Silverlace Blvd,,Fernley,NV,89408,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/3/16,296,"595 Silverlace Blvd, Fernley, NV 89408",,08:00 AM - 05:00 PM,,ho61487399,false,true,,,,poll67319339
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,2945 Fort Churchill St.,,Silver Springs,NV,89429,12:00:00 - 07:00,16:00:00 - 07:00,10/26/16,10/27/16,297,"2945 Fort Churchill St., Silver Springs, NV 89429",,12:00 PM - 04:00 PM,,ho10765040,false,true,,,,poll16449699
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,2945 Fort Churchill St.,,Silver Springs,NV,89429,12:00:00 - 07:00,16:00:00 - 07:00,11/2/16,11/3/16,298,"2945 Fort Churchill St., Silver Springs, NV 89429",,12:00 PM - 04:00 PM,,ho10765040,false,true,,,,poll16449699
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,22 Day Lane,,Smith,NV,89430,15:00:00 - 07:00,18:00:00 - 07:00,10/26/16,10/26/16,299,"22 Day Lane, Smith, NV 89430",,03:00 PM - 06:00 PM,,ho54749230,false,true,,,,poll75894415
Lyon County,ocd-division/country:us/state:nv/county:lyon,Lyon County NV,http://www.lyon-county.org/index.aspx?nid=16,(775) 463-6501,nbryan@lyon-county.org,22 Day Lane,,Smith,NV,89430,15:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16,300,"22 Day Lane, Smith, NV 89430",,03:00 PM - 06:00 PM,,ho54749230,false,true,,,,poll75894415
Mineral County,ocd-division/country:us/state:nv/county:mineral,Mineral County NV,http://www.mineralcountynv.us/,(775) 945-2446,clerk-treasurer@mineralcountynv.org,"105 South ""A"" Street, Suite 1",,Hawthorne,NV,89415-0400,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,301,"105 South ""A"" Street, Suite 1, Hawthorne, NV 89415",,10:00 AM - 02:00 PM,,ho31186866,false,true,,,,poll47742874
Mineral County,ocd-division/country:us/state:nv/county:mineral,Mineral County NV,http://www.mineralcountynv.us/,(775) 945-2446,clerk-treasurer@mineralcountynv.org,"105 South ""A"" Street, Suite 1",,Hawthorne,NV,89415-0400,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,302,"105 South ""A"" Street, Suite 1, Hawthorne, NV 89415",,08:00 AM - 06:00 PM,,ho31186866,false,true,,,,poll47742874
Mineral County,ocd-division/country:us/state:nv/county:mineral,Mineral County NV,http://www.mineralcountynv.us/,(775) 945-2446,clerk-treasurer@mineralcountynv.org,"105 South ""A"" Street, Suite 1",,Hawthorne,NV,89415-0400,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,303,"105 South ""A"" Street, Suite 1, Hawthorne, NV 89415",,10:00 AM - 02:00 PM,,ho31186866,false,true,,,,poll47742874
Mineral County,ocd-division/country:us/state:nv/county:mineral,Mineral County NV,http://www.mineralcountynv.us/,(775) 945-2446,clerk-treasurer@mineralcountynv.org,"105 South ""A"" Street, Suite 1",,Hawthorne,NV,89415-0400,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,304,"105 South ""A"" Street, Suite 1, Hawthorne, NV 89415",,08:00 AM - 06:00 PM,,ho31186866,false,true,,,,poll47742874
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,101 Radar Road,,Tonopah,NV,89049-1031,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,305,"101 Radar Road, Tonopah, NV 89049",,10:00 AM - 02:00 PM,,ho30240964,false,true,,,,poll81385934
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,101 Radar Road,,Tonopah,NV,89049-1031,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,306,"101 Radar Road, Tonopah, NV 89049",,08:00 AM - 06:00 PM,,ho30240964,false,true,,,,poll81385934
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,101 Radar Road,,Tonopah,NV,89049-1031,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,307,"101 Radar Road, Tonopah, NV 89049",,10:00 AM - 02:00 PM,,ho30240964,false,true,,,,poll81385934
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,101 Radar Road,,Tonopah,NV,89049-1031,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,308,"101 Radar Road, Tonopah, NV 89049",,08:00 AM - 06:00 PM,,ho30240964,false,true,,,,poll81385934
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,1520 East Basin Ave,,Pahrump,NV,89060,10:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,309,"1520 East Basin Ave, Pahrump, NV 89060",,10:00 AM - 06:00 PM,,ho99307289,false,true,,,,poll66138418
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,1520 East Basin Ave,,Pahrump,NV,89060,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,310,"1520 East Basin Ave, Pahrump, NV 89060",,10:00 AM - 06:00 PM,,ho99307289,false,true,,,,poll66138418
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,1520 East Basin Ave,,Pahrump,NV,89060,10:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,311,"1520 East Basin Ave, Pahrump, NV 89060",,10:00 AM - 06:00 PM,,ho99307289,false,true,,,,poll66138418
Nye County,ocd-division/country:us/state:nv/county:nye,Nye County NV,http://www.nyecounty.net/index.aspx?NID=232,(775) 482-8127,smerlino@co.nye.nv.us,1520 East Basin Ave,,Pahrump,NV,89060,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,312,"1520 East Basin Ave, Pahrump, NV 89060",,10:00 AM - 06:00 PM,,ho99307289,false,true,,,,poll66138418
Pershing County,ocd-division/country:us/state:nv/county:pershing,Pershing County NV,http://pershingcounty.net/index.php/Clerk-Treasurer/clerk-and-treasurer-office.html,(775) 273-2208,ldonaldson@pershingcounty.net,398 Main Street,,Lovelock,NV,89419-0820,08:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,313,"398 Main Street, Lovelock, NV 89419",,08:00 AM - 06:00 PM,,ho37832851,false,true,,,,poll69727885
Pershing County,ocd-division/country:us/state:nv/county:pershing,Pershing County NV,http://pershingcounty.net/index.php/Clerk-Treasurer/clerk-and-treasurer-office.html,(775) 273-2208,ldonaldson@pershingcounty.net,398 Main Street,,Lovelock,NV,89419-0820,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/29/16,314,"398 Main Street, Lovelock, NV 89419",,08:00 AM - 06:00 PM,,ho37832851,false,true,,,,poll69727885
Pershing County,ocd-division/country:us/state:nv/county:pershing,Pershing County NV,http://pershingcounty.net/index.php/Clerk-Treasurer/clerk-and-treasurer-office.html,(775) 273-2208,ldonaldson@pershingcounty.net,398 Main Street,,Lovelock,NV,89419-0820,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,315,"398 Main Street, Lovelock, NV 89419",,08:00 AM - 06:00 PM,,ho37832851,false,true,,,,poll69727885
Storey County,ocd-division/country:us/state:nv/county:storey,Storey County NV,http://www.storeycounty.org/174/Clerk,(775) 847-0969,clerk@storeycounty.org,"26 S. ""B"" Street",,Virginia City,NV,89440-0139,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,316,"26 S. ""B"" Street, Virginia City, NV 89440",,10:00 AM - 02:00 PM,,ho2428214,false,true,,,,poll45493608
Storey County,ocd-division/country:us/state:nv/county:storey,Storey County NV,http://www.storeycounty.org/174/Clerk,(775) 847-0969,clerk@storeycounty.org,"26 S. ""B"" Street",,Virginia City,NV,89440-0139,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/28/16,317,"26 S. ""B"" Street, Virginia City, NV 89440",,08:00 AM - 06:00 PM,,ho2428214,false,true,,,,poll45493608
Storey County,ocd-division/country:us/state:nv/county:storey,Storey County NV,http://www.storeycounty.org/174/Clerk,(775) 847-0969,clerk@storeycounty.org,"26 S. ""B"" Street",,Virginia City,NV,89440-0139,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,318,"26 S. ""B"" Street, Virginia City, NV 89440",,10:00 AM - 02:00 PM,,ho2428214,false,true,,,,poll45493608
Storey County,ocd-division/country:us/state:nv/county:storey,Storey County NV,http://www.storeycounty.org/174/Clerk,(775) 847-0969,clerk@storeycounty.org,"26 S. ""B"" Street",,Virginia City,NV,89440-0139,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,319,"26 S. ""B"" Street, Virginia City, NV 89440",,08:00 AM - 06:00 PM,,ho2428214,false,true,,,,poll45493608
Storey County,ocd-division/country:us/state:nv/county:storey,Storey County NV,http://www.storeycounty.org/174/Clerk,(775) 847-0969,clerk@storeycounty.org,800 Perry Ranch Road,,Lockwood,NV,89434,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,320,"800 Perry Ranch Road, Lockwood, NV 89434",,10:00 AM - 02:00 PM,,ho7580384,false,true,,,,poll52128210
Storey County,ocd-division/country:us/state:nv/county:storey,Storey County NV,http://www.storeycounty.org/174/Clerk,(775) 847-0969,clerk@storeycounty.org,800 Perry Ranch Road,,Lockwood,NV,89434,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,321,"800 Perry Ranch Road, Lockwood, NV 89434",,10:00 AM - 02:00 PM,,ho7580384,false,true,,,,poll52128210
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us","1001 E. Ninth Street, Room A135",,Reno,NV,89512,10:00:00 - 07:00,14:00:00 - 07:00,10/22/16,10/22/16,322,"1001 E. Ninth Street, Room A135, Reno, NV 89512",,10:00 AM - 02:00 PM,,ho70366899,false,true,,,,poll39236956
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us","1001 E. Ninth Street, Room A135",,Reno,NV,89512,08:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,323,"1001 E. Ninth Street, Room A135, Reno, NV 89512",,08:00 AM - 06:00 PM,,ho70366899,false,true,,,,poll39236956
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us","1001 E. Ninth Street, Room A135",,Reno,NV,89512,10:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,324,"1001 E. Ninth Street, Room A135, Reno, NV 89512",,10:00 AM - 02:00 PM,,ho70366899,false,true,,,,poll39236956
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us","1001 E. Ninth Street, Room A135",,Reno,NV,89512,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/4/16,325,"1001 E. Ninth Street, Room A135, Reno, NV 89512",,08:00 AM - 06:00 PM,,ho70366899,false,true,,,,poll39236956
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",301 S. Center St.,, Reno,NV,89501,11:00:00 - 07:00,16:00:00 - 07:00,10/23/16,10/23/16,326,"301 S. Center St.,  Reno, NV 89501",,11:00 AM - 04:00 PM,,ho3018974,false,true,,,,poll52021985
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",301 S. Center St.,, Reno,NV,89501,11:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/26/16,327,"301 S. Center St.,  Reno, NV 89501",,11:00 AM - 06:00 PM,,ho3018974,false,true,,,,poll52021985
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",301 S. Center St.,, Reno,NV,89501,11:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,328,"301 S. Center St.,  Reno, NV 89501",,11:00 AM - 04:00 PM,,ho3018974,false,true,,,,poll52021985
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",301 S. Center St.,, Reno,NV,89501,11:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,329,"301 S. Center St.,  Reno, NV 89501",,11:00 AM - 06:00 PM,,ho3018974,false,true,,,,poll52021985
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",845 Alder Ave,,Incline Village,NV,89451,11:00:00 - 07:00,18:00:00 - 07:00,10/22/16,10/22/16,330,"845 Alder Ave, Incline Village, NV 89451",,11:00 AM - 06:00 PM,,ho80125693,false,true,,,,poll85142669
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",845 Alder Ave,,Incline Village,NV,89451,11:00:00 - 07:00,18:00:00 - 07:00,10/25/16,10/27/16,331,"845 Alder Ave, Incline Village, NV 89451",,11:00 AM - 06:00 PM,,ho80125693,false,true,,,,poll85142669
Washoe County,ocd-division/country:us/state:nv/county:washoe,Washoe County NV,http://www.co.washoe.nv.us/voters,(775) 328-3670,"dburk@washoecounty.us, electionsdepartment@washoecounty.us",845 Alder Ave,,Incline Village,NV,89451,11:00:00 - 07:00,18:00:00 - 07:00,10/29/16,10/29/16,332,"845 Alder Ave, Incline Village, NV 89451",,11:00 AM - 06:00 PM,,ho80125693,false,true,,,,poll85142669
