office-name,official-title,ocd-division,homepage-url,phone,email,Preceinct (if noted),Location Name,street,directions,city,state,zip,start_time,end_time,
Campbell County,County Election Commission,ocd-division/country:us/state:tn/county:campbell,http://www.campbellelections.com/,(423) 562-9777,annayers@campbellcountygov.com,WLSP,Wells Springs United Methodist Church Fellowship Hall,168 Well Road,,Lafollette,TN,37766,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,11,West-Side School,3714 Murfreesboro Rd.,,Readyville,TN,37149,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,21,Auburntown Community Center,192 East Main St.,,Auburntown,TN,37016,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,22,Gassway Firehall,Gassaway Main St.,,Liberty,TN,37095,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,23,Pleasant Ridge Woodbury Grammar School,530 West Adams St.,,Woodbury,TN,37190,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,24,Short Mountain School,5988 Short Mountain Rd.,,Woodbury,TN,37190,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,32,Woodland School,8383 Jim Cummings Hwy,,Bradyville,TN,0:00:00,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,41,Eastside School,5658 McMinnville Hwy,,Woodbury,TN,37190,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,42,Short Mountain School,5988 Short Mountain Rd.,,Woodbury,TN,37190,,,
Cannon County,County Election Commission,ocd-division/country:us/state:tn/county:cannon,http://cannoncountyelections.com/,(615) 563-5650,election@dtccom.net,51,Woodbury Grammar School,530 West Adams St.,,Woodbury,TN,37190,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,1,National Guard Training Center,325 Arsenal Ln,,Lavinia,TN,38348,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,2,Trezvenant Senior Citizens Center,135 FRONT,,STTREZEVANT,TN,38258,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,4,COMMUNITY CENTER,5637 MAIN ST,,MCLEMORESVILLE,TN,38325,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,5,CEDAR GROVE FIRE DEPT,4215 HWY 70,,Cedar Grove,TN,38321,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,6,CLARKSBURG CITY HALL,65 CLARKSBURG RD.,,Clarksburg,TN,38324,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,7,Macedonia Community Center,4550 HWY 423,,McKenzie,TN,38201,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,8,Civic Center,201 MUSTANG DR,,Huntington,TN,38344,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,9,HUNTINGON POLICE STATION,12740 LEXINGTON ST.,,Huntington,TN,38344,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,11,BUENA VISTA FIRE DEPT.,7325 BUENA VISTA RD.,,Buena Vista,TN,38318,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,12,Bruceton Fire Hall,209 CHEATHAM ST.,,Bruceton,TN,39317,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,13,HOLLOW ROCK CITY FIRE DEPT,29035 BROAD ST.,,Hollow Rock,TN,38342,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,14,VALE COMMUNITY CTR,26165 HWY 114,,Bruceton,TN,38317,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,16,ATWOOD CITY HALL,45 FIRST ST.,,Atwood,TN,38220,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,17,McKenzie Senior Citizens Center,172 S. MAIN ST.,,McKenzie,TN,38201,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,18,CARROLL COUNTY RECYCLING CTR,21650 HWY 77,,Huntington,TN,38344,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,19,CONCORD-WESTPORT FIRE DEPT.,7301 WESTPORT RD.,,Westport,TN,38387,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,20,CONCORD-WESTPORT FIRE DEPT.,7301 WESTPORT RD.,,Westport,TN,38387,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,21,BETHEL COLLEGE BAKER FIELDHOUSE,15 BAKER DR.,,McKenzie,TN,38201,,,
Carroll County,County Election Commission,ocd-division/country:us/state:tn/county:carroll,carrollcountytnelections.com,(731) 986-1968,election@carroll.tn.org,22,MCKENZIE CITY HALL,2470 Cedar Street,,McKenzie,TN,38201,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,1HU,Hunter Elementary School,145 Hope St.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,1MI,Buladeen Citizens Center,2819 Hwy. 91,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,1UN,Unaka Elementary School,120 Unaka Dr.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,2RM,Cloudland Elementary School,8540 Hwy 19 E,,Roan Mountain,TN,37687,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,2TV,Hampton High School,766 First Avenue,,Hampton,TN,37658,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,3CE,Central Elementary School,252 Taylortown Rd.,,Johnson City,TN,37601,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,3KN,Keenburg Elementary School,139 Keenburg Rd.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,3RA,Fairview Baptist Church,585 Wautaga Rd.,,Watauga,TN,37694,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,3WA,Watauga City Hall,103 W. 4th Avenue,,Watauga,TN,37694,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,4CH,Main Courthouse,801 E Elk Ave,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,4ES,Eastside Elementary School,800 Siam Rd.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,4NG,,128 Judge Don Lewis Blvd.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,4SI,Siam School,2453 Siam Rd.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,5HV,Happy Valley Elementary School,1840 Milligan Hwy,,Johnson City,TN,37601,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,6EM,Elk Mills Volunteer Fire Dept,107 Poga Rd.,,Butler,TN,37640,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,6HA,Hampton Elementary School,401 Hwy 321,,Butler,TN,37640,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,6LM,Lt. Milligan Elementary School,4226 Hwy 321,,Butler,TN,37640,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,6VF,Valley Forge Elementary School,1485 Riverview Rd.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,7GC,Happy Valley High School,121 Warpath Lane,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,7WS,Westside Elementary School,1300 Burgie St.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,8HM,Harold McCormick Elementary School,226 S. Cedar Ave.,,Elizabethton,TN,37643,,,
Carter County,County Election Commission,ocd-division/country:us/state:tn/county:carter,http://www.cartercountytn.gov/government/departments/election.html,(423) 542-1822,elections@cartercountytn.gov,8HS,T.A. Dugger Junior High School,305 West E St.,,Elizabethton,TN,37643,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,1 - 1,Cheatem Co. Library,188 County Services Dr.,,Ashland City,TN,37015,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,2 - 2,East Cheatem Elementary School,3201 Bearwallow Rd.,,Ashland City,TN,37015,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,3 - 1,Pleasant View City Hall,1008 Civic Ct.,,Pleasant View,TN,37146,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,4 - 1,West Cheatem Elementary School,3120 Hwy 12 North,,Ashland City,TN,37015,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,4 - 3,Sycamore Middle School,1025 Old Clarksville Pike,,Pleasant View,TN,37146,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,5 - 1,Greenbrier Church of Christ,1003 Greenbrier Rd.,,Ashland City,TN,37015,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,5 - 2,Pegram City Hall,308 Hwy 70,,Pegram,TN,37143,,,
Cheatham County,County Election Commission,ocd-division/country:us/state:tn/county:cheatham,http://cheathamcountytn.gov/government/elections/,(615) 792-5770,votecheatham@gmail.com,6 - 1,Harpeth High School,170 East Kingston Springs Rd.,,Kingston Springs,TN,37082,,,
Chester County,County Election Commission,ocd-division/country:us/state:tn/county:chester,http://chesterelection.com/,(731) 989-4039,election@chesterelection.com,1-2 Enville,Enville Community Center,115 Leapwood Dr.,,Enville,TN,38332,,,
Chester County,County Election Commission,ocd-division/country:us/state:tn/county:chester,http://chesterelection.com/,(731) 989-4039,election@chesterelection.com,1-5 Sweetlips,Sweetlips Community Center,4315 Sweetlips Rd.,,Henderson,TN,38340,,,
Chester County,County Election Commission,ocd-division/country:us/state:tn/county:chester,http://chesterelection.com/,(731) 989-4039,election@chesterelection.com,1-6 Harmony,Estes Church of Christ,3505 US Highway 45 S,,Henderson,TN,38340,,,
