officename,Name,Address,Address2,directions,city,state,zip,start time,end time,Start date,End date,Is by appointment,ocdid
St. Michael,ST. MICHAEL CITY CLERK'S OFFICE,100 Baker St,,,St. Michael,AK,99659,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
St. Michael,ST. MICHAEL CITY CLERK'S OFFICE,100 Baker St,,,St. Michael,AK,99659,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Stebbins,STEBBINS CITY CLERK'S OFFICE,ABEL STREET,,,Stebbins,AK,99671,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Stebbins,STEBBINS CITY CLERK'S OFFICE,ABEL STREET,,,Stebbins,AK,99671,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Stebbins,STEBBINS CITY CLERK'S OFFICE,ABEL STREET,,,Stebbins,AK,99671,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Teller,TELLER CITY CLERK'S OFFICE,100 AIRPORT MUNICIPAL RM 1,,,Teller,AK,99778,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Teller,TELLER CITY CLERK'S OFFICE,100 AIRPORT MUNICIPAL RM 1,,,Teller,AK,99778,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Teller,TELLER CITY CLERK'S OFFICE,100 AIRPORT MUNICIPAL RM 1,,,Teller,AK,99778,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Unalakleet,UNALAKLEET CITY CLERK'S OFFICE,28 Beach Rd ,,,Unalakleet,AK,99684,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39
Unalakleet,UNALAKLEET CITY CLERK'S OFFICE,28 Beach Rd ,,,Unalakleet,AK,99684,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39
Unalakleet,UNALAKLEET CITY CLERK'S OFFICE,28 Beach Rd ,,,Unalakleet,AK,99684,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39
Coldfoot City,Coldfoot Camp,Mile 175 Dalton Hwy,,,Fairbanks,AK,99701,,,10/24/16,11/7/16,TRUE,ocd-division/country:us/state:ak/sldl:40
Noatak,NOATAK IRA CONFERENCE ROOM,MAIN ST,,,Noatak,AK,99761,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Noatak,NOATAK IRA CONFERENCE ROOM,MAIN ST,,,Noatak,AK,99761,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Noatak,NOATAK IRA CONFERENCE ROOM,MAIN ST,,,Noatak,AK,99761,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Noorvik,NOORVIK CITY CLERK'S OFFICE,20 FIREWEED DR,,,Noorvik,AK,99763,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Noorvik,NOORVIK CITY CLERK'S OFFICE,20 FIREWEED DR,,,Noorvik,AK,99763,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Noorvik,NOORVIK CITY CLERK'S OFFICE,20 FIREWEED DR,,,Noorvik,AK,99763,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Kotzebue,NORTHWEST ARCTIC BOROUGH CLERK'S OFFICE,163 LAGOON ST,,,Kotzebue,AK,99752,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Kotzebue,NORTHWEST ARCTIC BOROUGH CLERK'S OFFICE,163 LAGOON ST,,,Kotzebue,AK,99752,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Kotzebue,NORTHWEST ARCTIC BOROUGH CLERK'S OFFICE,163 LAGOON ST,,,Kotzebue,AK,99752,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Point Lay,POINT LAY COMMUNITY CENTER,217 QIGALIK AVE,,,Point Lay,AK,99759,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Point Lay,POINT LAY COMMUNITY CENTER,217 QIGALIK AVE,,,Point Lay,AK,99759,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Point Lay,POINT LAY COMMUNITY CENTER,217 QIGALIK AVE,,,Point Lay,AK,99759,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Selawik,SELAWIK CITY CLERK'S OFFICE,1 Community St,,,Selawik,AK,99770,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Selawik,SELAWIK CITY CLERK'S OFFICE,1 Community St,,,Selawik,AK,99770,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Selawik,SELAWIK CITY CLERK'S OFFICE,1 Community St,,,Selawik,AK,99770,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Shungnak,SHUNGNAK CITY CLERK'S OFFICE,1 ANDY STREET,,,Shungnak,AK,99773,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40
Shungnak,SHUNGNAK CITY CLERK'S OFFICE,1 ANDY STREET,,,Shungnak,AK,99773,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40
Shungnak,SHUNGNAK CITY CLERK'S OFFICE,1 ANDY STREET,,,Shungnak,AK,99773,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40
Anvik City,Nome State Office Building, 103 Front Street, Suite 230,,Nome,AK,99762,,,10/24/16,11/7/16,TRUE,ocd-division/country:us/state:ak
PRUDHOE BAY,PRUDHOE BAY STATION,"SERVICE AREA 10 CAMP, OLD SPINE RD",,,PRUDHOE BAY,AK,99734,09:00:00 - 08:00,16:00:00 - 08:00,11/4/16,11/7/16,,ocd-division/country:us/state:ak
